"SVN"	"Taxon"	"CountValue"
"2886"	"99031CSR"	"Tipulidae"	3
"2887"	"99015REM"	"Tipulidae"	1
"2888"	"99049CSR"	"Tipulidae"	2
"2889"	"99072CSR"	"Tipulidae"	1
"2890"	"99065CSR"	"Tipulidae"	1
"2891"	"99014REM"	"Tipulidae"	4
"2892"	"99004REM"	"Tipulidae"	1
"2893"	"00010CSR"	"Tipulidae"	2
"2894"	"01056CSR"	"Tipulidae"	9
"2895"	"01039WSE"	"Tipulidae"	2
"2896"	"01042WSE"	"Tipulidae"	3
"2897"	"99019CSR"	"Antocha"	12
"2898"	"99018CSR"	"Antocha"	7
"2899"	"99061CSR"	"Antocha"	4
"2900"	"00043CSR"	"Antocha"	1
"2901"	"99031CSR"	"Antocha"	2
"2902"	"00008CSR"	"Antocha"	2
"2903"	"99021CSR"	"Antocha"	1
"2904"	"99074CSR"	"Antocha"	3
"2905"	"99017CSR"	"Antocha"	10
"2906"	"99009CSR"	"Antocha"	1
"2907"	"99004SPS"	"Antocha"	3
"2908"	"99062CSR"	"Antocha"	4
"2909"	"99055CSR"	"Antocha"	1
"2910"	"00063CSR"	"Antocha"	6
"2911"	"99070CSR"	"Antocha"	7
"2912"	"00029CSR"	"Antocha"	1
"2913"	"99026CSR"	"Antocha"	1
"2914"	"99004CSR"	"Antocha"	1
"2915"	"99041CSR"	"Antocha"	2
"2916"	"99051CSR"	"Antocha"	3
"2917"	"99052CSR"	"Antocha"	1
"2918"	"99002CSR"	"Antocha"	5
"2919"	"99063CSR"	"Antocha"	1
"2920"	"99013REM"	"Antocha"	2
"2921"	"99032CSR"	"Antocha"	2
"2922"	"99023CSR"	"Antocha"	1
"2923"	"99024CSR"	"Antocha"	5
"2924"	"99037CSR"	"Antocha"	1
"2925"	"99038CSR"	"Antocha"	5
"2926"	"99006CSR"	"Antocha"	5
"2927"	"99043CSR"	"Antocha"	11
"2928"	"99044CSR"	"Antocha"	1
"2929"	"99029CSR"	"Antocha"	11
"2930"	"99012REM"	"Antocha"	1
"2931"	"99009REM"	"Antocha"	1
"2932"	"99007REM"	"Antocha"	4
"2933"	"99008REM"	"Antocha"	3
"2934"	"99027REM"	"Antocha"	2
"2935"	"99022REM"	"Antocha"	14
"2936"	"99002REM"	"Antocha"	5
"2937"	"99018REM"	"Antocha"	2
"2938"	"99017REM"	"Antocha"	3
"2939"	"99032REM"	"Antocha"	1
"2940"	"00006REM"	"Antocha"	1
"2941"	"00002CSR"	"Antocha"	2
"2942"	"00015CSR"	"Antocha"	1
"2943"	"00052CSR"	"Antocha"	2
"2944"	"00036CSR"	"Antocha"	1
"2945"	"00053CSR"	"Antocha"	1
"2946"	"00065CSR"	"Antocha"	2
"2947"	"00035CSR"	"Antocha"	9
"2948"	"00037CSR"	"Antocha"	2
"2949"	"00062CSR"	"Antocha"	1
"2950"	"00013CSR"	"Antocha"	3
"2951"	"00057CSR"	"Antocha"	1
"2952"	"00067CSR"	"Antocha"	1
"2953"	"00027CSR"	"Antocha"	2
"2954"	"00055CSR"	"Antocha"	120
"2955"	"00040CSR"	"Antocha"	1
"2956"	"01080CSR"	"Antocha"	2
"2957"	"00071CSR"	"Antocha"	1
"2958"	"00007CSR"	"Antocha"	1
"2959"	"00004CSR"	"Antocha"	4
"2960"	"00061CSR"	"Antocha"	2
"2961"	"00018CSR"	"Antocha"	3
"2962"	"00051CSR"	"Antocha"	2
"2963"	"00027REM"	"Antocha"	10
"2964"	"00017REM"	"Antocha"	5
"2965"	"00033REM"	"Antocha"	3
"2966"	"00029REM"	"Antocha"	1
"2967"	"00034REM"	"Antocha"	2
"2968"	"00025REM"	"Antocha"	1
"2969"	"00018REM"	"Antocha"	5
"2970"	"00013REM"	"Antocha"	2
"2971"	"00022REM"	"Antocha"	11
"2972"	"00026REM"	"Antocha"	2
"2973"	"00002SPS"	"Antocha"	23
"2974"	"00001SPS"	"Antocha"	9
"2975"	"00002WSE"	"Antocha"	2
"2976"	"00003WSE"	"Antocha"	1
"2977"	"00011WSE"	"Antocha"	9
"2978"	"00012WSE"	"Antocha"	8
"2979"	"00028REM"	"Antocha"	1
"2980"	"01094CSR"	"Antocha"	15
"2981"	"01094CSR"	"Antocha"	4
"2982"	"01095CSR"	"Antocha"	27
"2983"	"01110CSR"	"Antocha"	1
"2984"	"01016CSR"	"Antocha"	2
"2985"	"01005CSR"	"Antocha"	1
"2986"	"01012CSR"	"Antocha"	2
"2987"	"01013CSR"	"Antocha"	5
"2988"	"01065CSR"	"Antocha"	16
"2989"	"01066CSR"	"Antocha"	2
"2990"	"01067CSR"	"Antocha"	2
"2991"	"01069CSR"	"Antocha"	10
"2992"	"01056CSR"	"Antocha"	11
"2993"	"01059CSR"	"Antocha"	4
"2994"	"01062CSR"	"Antocha"	5
"2995"	"01089CSR"	"Antocha"	1
"2996"	"01040WSE"	"Antocha"	5
"2997"	"01042WSE"	"Antocha"	14
"2998"	"01112CSR"	"Antocha"	1
"2999"	"01112CSR"	"Antocha"	1
"3000"	"01114CSR"	"Antocha"	4
"3001"	"01115CSR"	"Antocha"	5
"3002"	"01115CSR"	"Antocha"	1
"3003"	"01116CSR"	"Antocha"	3
"3004"	"01117CSR"	"Antocha"	1
"3005"	"00010CSR"	"Molophilus"	1
"3006"	"01096CSR"	"Molophilus"	2
"3007"	"99018CSR"	"Dicranota"	3
"3008"	"99061CSR"	"Dicranota"	15
"3009"	"99028CSR"	"Dicranota"	2
"3010"	"00043CSR"	"Dicranota"	1
"3011"	"00008CSR"	"Dicranota"	1
"3012"	"99021CSR"	"Dicranota"	2
"3013"	"99015REM"	"Dicranota"	3
"3014"	"99074CSR"	"Dicranota"	1
"3015"	"99039CSR"	"Dicranota"	3
"3016"	"99017CSR"	"Dicranota"	3
"3017"	"99005SPS"	"Dicranota"	4
"3018"	"99006SPS"	"Dicranota"	1
"3019"	"99062CSR"	"Dicranota"	4
"3020"	"00028CSR"	"Dicranota"	1
"3021"	"99049CSR"	"Dicranota"	3
"3022"	"00054CSR"	"Dicranota"	21
"3023"	"99068CSR"	"Dicranota"	3
"3024"	"99070CSR"	"Dicranota"	8
"3025"	"99072CSR"	"Dicranota"	5
"3026"	"99059CSR"	"Dicranota"	3
"3027"	"00029CSR"	"Dicranota"	2
"3028"	"99057CSR"	"Dicranota"	2
"3029"	"99069CSR"	"Dicranota"	2
"3030"	"01004CSR"	"Dicranota"	15
"3031"	"00046CSR"	"Dicranota"	4
"3032"	"99051CSR"	"Dicranota"	1
"3033"	"99052CSR"	"Dicranota"	1
"3034"	"99040CSR"	"Dicranota"	1
"3035"	"00016CSR"	"Dicranota"	2
"3036"	"00105CSR"	"Dicranota"	1
"3037"	"99033REM"	"Dicranota"	3
"3038"	"99015CSR"	"Dicranota"	1
"3039"	"99013CSR"	"Dicranota"	1
"3040"	"99012CSR"	"Dicranota"	1
"3041"	"99011CSR"	"Dicranota"	2
"3042"	"99046CSR"	"Dicranota"	2
"3043"	"99032CSR"	"Dicranota"	2
"3044"	"99010CSR"	"Dicranota"	1
"3045"	"99034CSR"	"Dicranota"	4
"3046"	"99024CSR"	"Dicranota"	1
"3047"	"99037CSR"	"Dicranota"	7
"3048"	"99025CSR"	"Dicranota"	4
"3049"	"99022CSR"	"Dicranota"	2
"3050"	"00005CSR"	"Dicranota"	4
"3051"	"99035CSR"	"Dicranota"	1
"3052"	"99050CSR"	"Dicranota"	6
"3053"	"99058CSR"	"Dicranota"	4
"3054"	"99043CSR"	"Dicranota"	1
"3055"	"99029CSR"	"Dicranota"	1
"3056"	"99033CSR"	"Dicranota"	2
"3057"	"99026REM"	"Dicranota"	2
"3058"	"99012REM"	"Dicranota"	2
"3059"	"99023REM"	"Dicranota"	3
"3060"	"99008REM"	"Dicranota"	1
"3061"	"99030REM"	"Dicranota"	2
"3062"	"99027REM"	"Dicranota"	6
"3063"	"99022REM"	"Dicranota"	3
"3064"	"99011REM"	"Dicranota"	3
"3065"	"99029REM"	"Dicranota"	1
"3066"	"99018REM"	"Dicranota"	8
"3067"	"99017REM"	"Dicranota"	3
"3068"	"99001REM"	"Dicranota"	2
"3069"	"99005REM"	"Dicranota"	2
"3070"	"99006REM"	"Dicranota"	1
"3071"	"99004REM"	"Dicranota"	1
"3072"	"00001REM"	"Dicranota"	3
"3073"	"99020REM"	"Dicranota"	1
"3074"	"00011REM"	"Dicranota"	2
"3075"	"00015CSR"	"Dicranota"	3
"3076"	"00041CSR"	"Dicranota"	15
"3077"	"00019CSR"	"Dicranota"	10
"3078"	"00042CSR"	"Dicranota"	5
"3079"	"00052CSR"	"Dicranota"	22
"3080"	"00036CSR"	"Dicranota"	10
"3081"	"00053CSR"	"Dicranota"	1
"3082"	"00026CSR"	"Dicranota"	10
"3083"	"00065CSR"	"Dicranota"	7
"3084"	"00035CSR"	"Dicranota"	3
"3085"	"00037CSR"	"Dicranota"	2
"3086"	"00045CSR"	"Dicranota"	13
"3087"	"00062CSR"	"Dicranota"	4
"3088"	"00031CSR"	"Dicranota"	2
"3089"	"00067CSR"	"Dicranota"	1
"3090"	"00027CSR"	"Dicranota"	5
"3091"	"00010CSR"	"Dicranota"	2
"3092"	"00055CSR"	"Dicranota"	3
"3093"	"00038CSR"	"Dicranota"	2
"3094"	"00025CSR"	"Dicranota"	3
"3095"	"00009CSR"	"Dicranota"	5
"3096"	"01080CSR"	"Dicranota"	6
"3097"	"00048CSR"	"Dicranota"	1
"3098"	"00050CSR"	"Dicranota"	4
"3099"	"00059CSR"	"Dicranota"	4
"3100"	"00070CSR"	"Dicranota"	5
"3101"	"00071CSR"	"Dicranota"	1
"3102"	"00007CSR"	"Dicranota"	3
"3103"	"00033CSR"	"Dicranota"	4
"3104"	"00034CSR"	"Dicranota"	2
"3105"	"00006CSR"	"Dicranota"	2
"3106"	"00060CSR"	"Dicranota"	3
"3107"	"00004CSR"	"Dicranota"	8
"3108"	"00058CSR"	"Dicranota"	11
"3109"	"00061CSR"	"Dicranota"	2
"3110"	"00003CSR"	"Dicranota"	1
"3111"	"00017CSR"	"Dicranota"	2
"3112"	"00051CSR"	"Dicranota"	2
"3113"	"00027REM"	"Dicranota"	1
"3114"	"00017REM"	"Dicranota"	2
"3115"	"00036REM"	"Dicranota"	2
"3116"	"00033REM"	"Dicranota"	1
"3117"	"00008REM"	"Dicranota"	1
"3118"	"00034REM"	"Dicranota"	28
"3119"	"00032REM"	"Dicranota"	17
"3120"	"00007REM"	"Dicranota"	2
"3121"	"00031REM"	"Dicranota"	1
"3122"	"00020REM"	"Dicranota"	2
"3123"	"00018REM"	"Dicranota"	3
"3124"	"00005REM"	"Dicranota"	4
"3125"	"00009REM"	"Dicranota"	2
"3126"	"00013REM"	"Dicranota"	1
"3127"	"00014REM"	"Dicranota"	3
"3128"	"00012REM"	"Dicranota"	3
"3129"	"00002REM"	"Dicranota"	1
"3130"	"00026REM"	"Dicranota"	6
"3131"	"00016REM"	"Dicranota"	2
"3132"	"00021REM"	"Dicranota"	4
"3133"	"00047CSR"	"Dicranota"	17
"3134"	"00002SPS"	"Dicranota"	1
"3135"	"00001WSE"	"Dicranota"	1
"3136"	"00002WSE"	"Dicranota"	1
"3137"	"00003WSE"	"Dicranota"	3
"3138"	"00006WSE"	"Dicranota"	2
"3139"	"00010WSE"	"Dicranota"	2
"3140"	"00012WSE"	"Dicranota"	2
"3141"	"00030REM"	"Dicranota"	17
"3142"	"01102CSR"	"Dicranota"	2
"3143"	"01110CSR"	"Dicranota"	5
"3144"	"01021CSR"	"Dicranota"	2
"3145"	"01025CSR"	"Dicranota"	1
"3146"	"01037CSR"	"Dicranota"	1
"3147"	"01005CSR"	"Dicranota"	1
"3148"	"01012CSR"	"Dicranota"	3
"3149"	"01066CSR"	"Dicranota"	8
"3150"	"01069CSR"	"Dicranota"	2
"3151"	"01072CSR"	"Dicranota"	2
"3152"	"01050CSR"	"Dicranota"	1
"3153"	"01051CSR"	"Dicranota"	2
"3154"	"01056CSR"	"Dicranota"	10
"3155"	"01062CSR"	"Dicranota"	5
"3156"	"01082CSR"	"Dicranota"	5
"3157"	"01085CSR"	"Dicranota"	35
"3158"	"01089CSR"	"Dicranota"	6
"3159"	"01090CSR"	"Dicranota"	1
"3160"	"01031WSE"	"Dicranota"	3
"3161"	"01032WSE"	"Dicranota"	1
"3162"	"01033WSE"	"Dicranota"	5
"3163"	"01034WSE"	"Dicranota"	1
"3164"	"01036WSE"	"Dicranota"	2
"3165"	"01041WSE"	"Dicranota"	2
"3166"	"01042WSE"	"Dicranota"	1
"3167"	"01044WSE"	"Dicranota"	5
"3168"	"01111CSR"	"Dicranota"	3
"3169"	"01116CSR"	"Dicranota"	131
"3170"	"01118CSR"	"Dicranota"	1
"3171"	"01119CSR"	"Dicranota"	1
"3172"	"01113CSR"	"Dicranota"	2
"3173"	"99009CSR"	"Cryptolabis"	48
"3174"	"99055CSR"	"Cryptolabis"	1
"3175"	"99063CSR"	"Cryptolabis"	1
"3176"	"99012CSR"	"Cryptolabis"	3
"3177"	"99034CSR"	"Cryptolabis"	2
"3178"	"99043CSR"	"Cryptolabis"	1
"3179"	"00031CSR"	"Cryptolabis"	1
"3180"	"00002WSE"	"Cryptolabis"	1
"3181"	"01082CSR"	"Cryptolabis"	3
"3182"	"99018REM"	"Hesperoconopa"	1
"3183"	"00006REM"	"Hesperoconopa"	1
"3184"	"00042CSR"	"Hesperoconopa"	1
"3185"	"00026CSR"	"Hesperoconopa"	1
"3186"	"00013CSR"	"Hesperoconopa"	1
"3187"	"00061CSR"	"Hesperoconopa"	1
"3188"	"00018REM"	"Hesperoconopa"	1
"3189"	"00005REM"	"Hesperoconopa"	7
"3190"	"00026REM"	"Hesperoconopa"	1
"3191"	"00021REM"	"Hesperoconopa"	2
"3192"	"00001WSE"	"Hesperoconopa"	1
"3193"	"00008WSE"	"Hesperoconopa"	1
"3194"	"01094CSR"	"Hesperoconopa"	5
"3195"	"01005CSR"	"Hesperoconopa"	1
"3196"	"99018CSR"	"Hexatoma"	2
"3197"	"99061CSR"	"Hexatoma"	2
"3198"	"99028CSR"	"Hexatoma"	1
"3199"	"00043CSR"	"Hexatoma"	1
"3200"	"99031CSR"	"Hexatoma"	2
"3201"	"00008CSR"	"Hexatoma"	2
"3202"	"99074CSR"	"Hexatoma"	2
"3203"	"99039CSR"	"Hexatoma"	4
"3204"	"99017CSR"	"Hexatoma"	1
"3205"	"99005SPS"	"Hexatoma"	3
"3206"	"99062CSR"	"Hexatoma"	1
"3207"	"99016CSR"	"Hexatoma"	1
"3208"	"00028CSR"	"Hexatoma"	3
"3209"	"99049CSR"	"Hexatoma"	1
"3210"	"00054CSR"	"Hexatoma"	3
"3211"	"99068CSR"	"Hexatoma"	2
"3212"	"99055CSR"	"Hexatoma"	1
"3213"	"00063CSR"	"Hexatoma"	1
"3214"	"99041CSR"	"Hexatoma"	2
"3215"	"99051CSR"	"Hexatoma"	6
"3216"	"99052CSR"	"Hexatoma"	3
"3217"	"99053CSR"	"Hexatoma"	3
"3218"	"99040CSR"	"Hexatoma"	1
"3219"	"00016CSR"	"Hexatoma"	1
"3220"	"99065CSR"	"Hexatoma"	1
"3221"	"99015CSR"	"Hexatoma"	3
"3222"	"99013CSR"	"Hexatoma"	1
"3223"	"00039CSR"	"Hexatoma"	5
"3224"	"99012CSR"	"Hexatoma"	3
"3225"	"99046CSR"	"Hexatoma"	7
"3226"	"99034CSR"	"Hexatoma"	4
"3227"	"99054CSR"	"Hexatoma"	1
"3228"	"99037CSR"	"Hexatoma"	2
"3229"	"99038CSR"	"Hexatoma"	13
"3230"	"99022CSR"	"Hexatoma"	1
"3231"	"00005CSR"	"Hexatoma"	3
"3232"	"99035CSR"	"Hexatoma"	2
"3233"	"99050CSR"	"Hexatoma"	1
"3234"	"99006CSR"	"Hexatoma"	1
"3235"	"99044CSR"	"Hexatoma"	1
"3236"	"99023REM"	"Hexatoma"	2
"3237"	"99027REM"	"Hexatoma"	1
"3238"	"99022REM"	"Hexatoma"	1
"3239"	"99029REM"	"Hexatoma"	2
"3240"	"99018REM"	"Hexatoma"	2
"3241"	"99016REM"	"Hexatoma"	1
"3242"	"99031REM"	"Hexatoma"	2
"3243"	"00006REM"	"Hexatoma"	4
"3244"	"00019CSR"	"Hexatoma"	2
"3245"	"00052CSR"	"Hexatoma"	3
"3246"	"00036CSR"	"Hexatoma"	4
"3247"	"00026CSR"	"Hexatoma"	7
"3248"	"00065CSR"	"Hexatoma"	5
"3249"	"00035CSR"	"Hexatoma"	2
"3250"	"00045CSR"	"Hexatoma"	2
"3251"	"00062CSR"	"Hexatoma"	5
"3252"	"00013CSR"	"Hexatoma"	3
"3253"	"00103CSR"	"Hexatoma"	3
"3254"	"00057CSR"	"Hexatoma"	1
"3255"	"00067CSR"	"Hexatoma"	1
"3256"	"00010CSR"	"Hexatoma"	2
"3257"	"00038CSR"	"Hexatoma"	3
"3258"	"00025CSR"	"Hexatoma"	3
"3259"	"00009CSR"	"Hexatoma"	3
"3260"	"01080CSR"	"Hexatoma"	12
"3261"	"00071CSR"	"Hexatoma"	1
"3262"	"00007CSR"	"Hexatoma"	1
"3263"	"00034CSR"	"Hexatoma"	1
"3264"	"00060CSR"	"Hexatoma"	3
"3265"	"00003CSR"	"Hexatoma"	1
"3266"	"00017CSR"	"Hexatoma"	4
"3267"	"00027REM"	"Hexatoma"	7
"3268"	"00017REM"	"Hexatoma"	2
"3269"	"00036REM"	"Hexatoma"	1
"3270"	"00008REM"	"Hexatoma"	1
"3271"	"00003REM"	"Hexatoma"	1
"3272"	"00034REM"	"Hexatoma"	1
"3273"	"00032REM"	"Hexatoma"	6
"3274"	"00025REM"	"Hexatoma"	7
"3275"	"00018REM"	"Hexatoma"	2
"3276"	"00005REM"	"Hexatoma"	4
"3277"	"00013REM"	"Hexatoma"	1
"3278"	"00016REM"	"Hexatoma"	1
"3279"	"00047CSR"	"Hexatoma"	1
"3280"	"00044CSR"	"Hexatoma"	1
"3281"	"00001SPS"	"Hexatoma"	4
"3282"	"00002WSE"	"Hexatoma"	1
"3283"	"00003WSE"	"Hexatoma"	1
"3284"	"00010WSE"	"Hexatoma"	1
"3285"	"00011WSE"	"Hexatoma"	1
"3286"	"00012WSE"	"Hexatoma"	1
"3287"	"00030REM"	"Hexatoma"	1
"3288"	"00028REM"	"Hexatoma"	1
"3289"	"01094CSR"	"Hexatoma"	5
"3290"	"01095CSR"	"Hexatoma"	34
"3291"	"01102CSR"	"Hexatoma"	1
"3292"	"01016CSR"	"Hexatoma"	1
"3293"	"01027CSR"	"Hexatoma"	1
"3294"	"01003CSR"	"Hexatoma"	4
"3295"	"01005CSR"	"Hexatoma"	1
"3296"	"01007CSR"	"Hexatoma"	20
"3297"	"01051CSR"	"Hexatoma"	99
"3298"	"01056CSR"	"Hexatoma"	2
"3299"	"01082CSR"	"Hexatoma"	1
"3300"	"01031WSE"	"Hexatoma"	1
"3301"	"01032WSE"	"Hexatoma"	2
"3302"	"01033WSE"	"Hexatoma"	2
"3303"	"01041WSE"	"Hexatoma"	3
"3304"	"01111CSR"	"Hexatoma"	4
"3305"	"01118CSR"	"Hexatoma"	4
"3306"	"01093CSR"	"Pilaria"	8
"3307"	"01069CSR"	"Pilaria"	217
"3308"	"99061CSR"	"Limnophila"	1
"3309"	"99028CSR"	"Limnophila"	1
"3310"	"99039CSR"	"Limnophila"	1
"3311"	"99049CSR"	"Limnophila"	2
"3312"	"99059CSR"	"Limnophila"	1
"3313"	"00001CSR"	"Limnophila"	3
"3314"	"00105CSR"	"Limnophila"	1
"3315"	"99015CSR"	"Limnophila"	1
"3316"	"99058CSR"	"Limnophila"	1
"3317"	"99030REM"	"Limnophila"	1
"3318"	"00006REM"	"Limnophila"	1
"3319"	"00052CSR"	"Limnophila"	1
"3320"	"00036CSR"	"Limnophila"	2
"3321"	"00065CSR"	"Limnophila"	1
"3322"	"00013CSR"	"Limnophila"	3
"3323"	"00010CSR"	"Limnophila"	2
"3324"	"00025CSR"	"Limnophila"	2
"3325"	"00004CSR"	"Limnophila"	1
"3326"	"00020REM"	"Limnophila"	1
"3327"	"00005REM"	"Limnophila"	1
"3328"	"00006WSE"	"Limnophila"	1
"3329"	"00028REM"	"Limnophila"	1
"3330"	"01066CSR"	"Limnophila"	5
"3331"	"01050CSR"	"Limnophila"	5
"3332"	"99071CSR"	"Limonia"	1
"3333"	"01103CSR"	"Limonia"	25
"3334"	"01085CSR"	"Limonia"	56
"3335"	"00046CSR"	"Pseudolimnophila"	1
"3336"	"00027CSR"	"Pseudolimnophila"	1
"3337"	"00051CSR"	"Pseudolimnophila"	1
"3338"	"00046CSR"	"Pedicia"	1
"3339"	"00026CSR"	"Pedicia"	1
"3340"	"01096CSR"	"Pedicia"	2
"3341"	"99017CSR"	"Rhabdomastix"	1
"3342"	"00028CSR"	"Rhabdomastix"	3
"3343"	"00039CSR"	"Rhabdomastix"	1
"3344"	"99011REM"	"Rhabdomastix"	1
"3345"	"99018REM"	"Rhabdomastix"	1
"3346"	"00065CSR"	"Rhabdomastix"	1
"3347"	"00045CSR"	"Rhabdomastix"	1
"3348"	"00027CSR"	"Rhabdomastix"	1
"3349"	"00013REM"	"Rhabdomastix"	1
"3350"	"00047CSR"	"Rhabdomastix"	1
"3351"	"01109CSR"	"Rhabdomastix"	6
"3352"	"01007CSR"	"Rhabdomastix"	1
"3353"	"00010WSE"	"Rhabdomastix fascigera gr."	1
"3354"	"01039WSE"	"Rhabdomastix fascigera gr."	1
"3355"	"00006WSE"	"Rhabdomastix setigera gr."	1
"3356"	"99018CSR"	"Tipula"	1
"3357"	"99061CSR"	"Tipula"	1
"3358"	"99004SPS"	"Tipula"	2
"3359"	"99068CSR"	"Tipula"	1
"3360"	"99070CSR"	"Tipula"	2
"3361"	"99011CSR"	"Tipula"	7
"3362"	"99025CSR"	"Tipula"	1
"3363"	"99050CSR"	"Tipula"	3
"3364"	"99058CSR"	"Tipula"	1
"3365"	"99029CSR"	"Tipula"	1
"3366"	"99023REM"	"Tipula"	1
"3367"	"00010CSR"	"Tipula"	3
"3368"	"00070CSR"	"Tipula"	5
"3369"	"00058CSR"	"Tipula"	1
"3370"	"00051CSR"	"Tipula"	1
"3371"	"00034REM"	"Tipula"	1
"3372"	"00020REM"	"Tipula"	1
"3373"	"00012REM"	"Tipula"	1
"3374"	"00003WSE"	"Tipula"	1
"3375"	"01036WSE"	"Tipula"	1
"3376"	"01044WSE"	"Gonomyia"	1
"3377"	"99015REM"	"Baetidae"	16
"3378"	"99016REM"	"Baetidae"	7
"3379"	"01034WSE"	"Baetidae"	2
"3380"	"99018CSR"	"Baetis"	1
"3381"	"99031CSR"	"Baetis"	3
"3382"	"99004SPS"	"Baetis"	35
"3383"	"99026CSR"	"Baetis"	7
"3384"	"99001SPS"	"Baetis"	5
"3385"	"99003SPS"	"Baetis"	8
"3386"	"99013REM"	"Baetis"	4
"3387"	"99013CSR"	"Baetis"	5
"3388"	"99034CSR"	"Baetis"	1
"3389"	"99006CSR"	"Baetis"	16
"3390"	"99044CSR"	"Baetis"	2
"3391"	"99012REM"	"Baetis"	1
"3392"	"99008REM"	"Baetis"	5
"3393"	"99011REM"	"Baetis"	3
"3394"	"99003REM"	"Baetis"	27
"3395"	"99017REM"	"Baetis"	10
"3396"	"99019REM"	"Baetis"	1
"3397"	"99006REM"	"Baetis"	3
"3398"	"00002SPS"	"Baetis"	44
"3399"	"00001SPS"	"Baetis"	49
"3400"	"00011WSE"	"Baetis"	1
"3401"	"01032WSE"	"Baetis"	6
"3402"	"01038WSE"	"Baetis"	12
"3403"	"01041WSE"	"Baetis"	9
"3404"	"01112CSR"	"Baetis"	1
"3405"	"99005SPS"	"Baetis bicaudatus"	30
"3406"	"99004CSR"	"Baetis bicaudatus"	3
"3407"	"99026REM"	"Baetis bicaudatus"	52
"3408"	"99008REM"	"Baetis bicaudatus"	13
"3409"	"99019CSR"	"Baetis tricaudatus"	2
"3410"	"99018CSR"	"Baetis tricaudatus"	72
"3411"	"99061CSR"	"Baetis tricaudatus"	55
"3412"	"99028CSR"	"Baetis tricaudatus"	64
"3413"	"00043CSR"	"Baetis tricaudatus"	65
"3414"	"99031CSR"	"Baetis tricaudatus"	1
"3415"	"00008CSR"	"Baetis tricaudatus"	49
"3416"	"99021CSR"	"Baetis tricaudatus"	52
"3417"	"99015REM"	"Baetis tricaudatus"	18
"3418"	"99074CSR"	"Baetis tricaudatus"	65
"3419"	"99039CSR"	"Baetis tricaudatus"	4
"3420"	"99017CSR"	"Baetis tricaudatus"	22
"3421"	"99009CSR"	"Baetis tricaudatus"	18
"3422"	"99005SPS"	"Baetis tricaudatus"	6
"3423"	"99062CSR"	"Baetis tricaudatus"	38
"3424"	"99016CSR"	"Baetis tricaudatus"	33
"3425"	"00028CSR"	"Baetis tricaudatus"	61
"3426"	"99049CSR"	"Baetis tricaudatus"	22
"3427"	"00054CSR"	"Baetis tricaudatus"	10
"3428"	"99068CSR"	"Baetis tricaudatus"	8
"3429"	"99055CSR"	"Baetis tricaudatus"	25
"3430"	"00063CSR"	"Baetis tricaudatus"	50
"3431"	"99070CSR"	"Baetis tricaudatus"	16
"3432"	"99072CSR"	"Baetis tricaudatus"	11
"3433"	"00029CSR"	"Baetis tricaudatus"	22
"3434"	"99057CSR"	"Baetis tricaudatus"	3
"3435"	"99069CSR"	"Baetis tricaudatus"	4
"3436"	"99026CSR"	"Baetis tricaudatus"	75
"3437"	"99042CSR"	"Baetis tricaudatus"	3
"3438"	"99004CSR"	"Baetis tricaudatus"	44
"3439"	"00046CSR"	"Baetis tricaudatus"	4
"3440"	"99020CSR"	"Baetis tricaudatus"	8
"3441"	"00001CSR"	"Baetis tricaudatus"	10
"3442"	"99041CSR"	"Baetis tricaudatus"	36
"3443"	"99051CSR"	"Baetis tricaudatus"	25
"3444"	"99052CSR"	"Baetis tricaudatus"	11
"3445"	"99053CSR"	"Baetis tricaudatus"	48
"3446"	"99040CSR"	"Baetis tricaudatus"	11
"3447"	"99001CSR"	"Baetis tricaudatus"	55
"3448"	"00016CSR"	"Baetis tricaudatus"	168
"3449"	"99002CSR"	"Baetis tricaudatus"	81
"3450"	"99065CSR"	"Baetis tricaudatus"	27
"3451"	"99063CSR"	"Baetis tricaudatus"	22
"3452"	"00105CSR"	"Baetis tricaudatus"	50
"3453"	"99033REM"	"Baetis tricaudatus"	38
"3454"	"99015CSR"	"Baetis tricaudatus"	34
"3455"	"99013REM"	"Baetis tricaudatus"	98
"3456"	"99013CSR"	"Baetis tricaudatus"	87
"3457"	"00039CSR"	"Baetis tricaudatus"	33
"3458"	"99012CSR"	"Baetis tricaudatus"	31
"3459"	"99071CSR"	"Baetis tricaudatus"	41
"3460"	"99073CSR"	"Baetis tricaudatus"	17
"3461"	"99046CSR"	"Baetis tricaudatus"	8
"3462"	"99032CSR"	"Baetis tricaudatus"	32
"3463"	"99010CSR"	"Baetis tricaudatus"	1
"3464"	"99034CSR"	"Baetis tricaudatus"	30
"3465"	"99054CSR"	"Baetis tricaudatus"	143
"3466"	"99023CSR"	"Baetis tricaudatus"	21
"3467"	"99024CSR"	"Baetis tricaudatus"	50
"3468"	"99037CSR"	"Baetis tricaudatus"	45
"3469"	"00069CSR"	"Baetis tricaudatus"	1
"3470"	"99038CSR"	"Baetis tricaudatus"	51
"3471"	"99022CSR"	"Baetis tricaudatus"	14
"3472"	"00005CSR"	"Baetis tricaudatus"	72
"3473"	"99035CSR"	"Baetis tricaudatus"	30
"3474"	"99050CSR"	"Baetis tricaudatus"	4
"3475"	"99006CSR"	"Baetis tricaudatus"	86
"3476"	"99014CSR"	"Baetis tricaudatus"	51
"3477"	"99043CSR"	"Baetis tricaudatus"	48
